 Ed: 0, train_loss: 1.70222, acc: 0.14062
 Ed: 5760, train_loss: 1.04418, acc: 0.54670
 Ed: 6400, train_loss: 1.04450, acc: 0.54811
 Ed: 7040, train_loss: 1.04194, acc: 0.54899
 Ed: 7680, train_loss: 1.03971, acc: 0.54842
 Ed: 8320, train_loss: 1.03643, acc: 0.55212
 Ed: 8960, train_loss: 1.03574, acc: 0.55142
 Ed: 9600, train_loss: 1.03704, acc: 0.54925
 Ed: 10240, train_loss: 1.03827, acc: 0.55047
 Ed: 10880, train_loss: 1.03780, acc: 0.55090
 Ed: 11520, train_loss: 1.03889, acc: 0.55050
 Ed: 12160, train_loss: 1.04300, acc: 0.54957
 Ed: 12800, train_loss: 1.04728, acc: 0.54890
 Ed: 13440, train_loss: 1.05244, acc: 0.54547
 Ed: 14080, train_loss: 1.05995, acc: 0.54440
 Ed: 14720, train_loss: 1.06156, acc: 0.54261
 Ed: 15360, train_loss: 1.06932, acc: 0.54098
 Ed: 16000, train_loss: 1.06900, acc: 0.54133
 Ed: 16640, train_loss: 1.07131, acc: 0.54047
 Ed: 17280, train_loss: 1.07457, acc: 0.54019
 Ed: 17920, train_loss: 1.07796, acc: 0.53815
 Ed: 18560, train_loss: 1.07865, acc: 0.53807
 Ed: 19200, train_loss: 1.08336, acc: 0.53551
 Ed: 19840, train_loss: 1.08456, acc: 0.53462
 Ed: 20480, train_loss: 1.08586, acc: 0.53354
 Ed: 21120, train_loss: 1.08483, acc: 0.53352
 Ed: 21760, train_loss: 1.08555, acc: 0.53308
 Ed: 22400, train_loss: 1.08394, acc: 0.53352
 Ed: 23040, train_loss: 1.08432, acc: 0.53359
 Ed: 23680, train_loss: 1.08332, acc: 0.53293
 Ed: 24320, train_loss: 1.08348, acc: 0.53285
 Ed: 24960, train_loss: 1.08173, acc: 0.53357
 Ed: 25600, train_loss: 1.08243, acc: 0.53367
 Ed: 26240, train_loss: 1.08193, acc: 0.53315
 Ed: 26880, train_loss: 1.08196, acc: 0.53318
 Ed: 27520, train_loss: 1.08040, acc: 0.53379
 Ed: 28160, train_loss: 1.07925, acc: 0.53359
 Ed: 28800, train_loss: 1.07732, acc: 0.53482
 Ed: 29440, train_loss: 1.07713, acc: 0.53498
 Ed: 30080, train_loss: 1.07599, acc: 0.53536
 Ed: 30720, train_loss: 1.07468, acc: 0.53560
 Ed: 31360, train_loss: 1.07518, acc: 0.53475
 Ed: 32000, train_loss: 1.07516, acc: 0.53428
 Ed: 32640, train_loss: 1.07459, acc: 0.53471
 Ed: 33280, train_loss: 1.07425, acc: 0.53458
 Ed: 33920, train_loss: 1.07384, acc: 0.53490
 Ed: 34560, train_loss: 1.07640, acc: 0.53457
 Ed: 35200, train_loss: 1.07516, acc: 0.53539
 Ed: 35840, train_loss: 1.07436, acc: 0.53604
 Ed: 36480, train_loss: 1.07384, acc: 0.53607
 Ed: 37120, train_loss: 1.07415, acc: 0.53579
 Ed: 37760, train_loss: 1.07412, acc: 0.53561
 Ed: 38400, train_loss: 1.07386, acc: 0.53554
 Ed: 39040, train_loss: 1.07374, acc: 0.53560
 Ed: 39680, train_loss: 1.07419, acc: 0.53560
accuracy: 
0.4382
macrof: 
0.4378
